asin,captcha,title,brand,manufacturer,description,images,price,stars,ratings_quantity,time,is_empty,id,category,method,is_valid
B0CP9Z56SW,True,True,True,False,True,True,True,True,True,12.530843257904053,False,1,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B01M16WBW1,False,True,True,False,True,True,True,True,True,7.565329074859619,False,2,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B0154ASID6,False,True,True,False,True,True,True,True,True,4.586450099945068,False,3,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B085DVNHHK,False,True,True,False,True,True,True,True,True,4.797581911087036,False,4,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B08QRFZ6TH,False,True,True,False,True,True,True,True,True,4.818234205245972,False,5,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B0725WFLMB,False,True,True,False,True,True,True,True,True,5.280127048492432,False,6,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B0B1CNJL7N,False,True,True,False,True,True,True,True,True,4.414332866668701,False,7,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B00NX0WXQI,False,True,True,False,True,True,True,True,True,5.797350883483887,False,8,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B01NBNDC1T,False,True,True,False,True,True,True,True,True,4.487410068511963,False,9,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B01LYNW421,False,True,True,False,True,True,True,True,True,5.20589017868042,False,10,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
B0C3FTCYZL,False,True,True,False,True,True,True,True,True,5.650831937789917,False,11,home_and_kitchen,SELENIUM_CAPTCHA_ROTATE_USER_AGENT_PROXY,False
