asin,title,brand,manufacturer,description,images,price,stars,ratings_quantity,time,is_empty,id,category,method,is_valid
B0CP9Z56SW,False,False,False,False,False,False,False,False,0.7552051544189453,True,1,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B01M16WBW1,True,False,False,True,True,True,True,True,3.668705701828003,False,2,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0154ASID6,False,False,False,False,False,False,False,False,0.7194681167602539,True,3,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B085DVNHHK,False,False,False,False,False,False,False,False,0.7038021087646484,True,4,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08QRFZ6TH,False,False,False,False,False,False,False,False,0.6929409503936768,True,5,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0725WFLMB,False,False,False,False,False,False,False,False,0.7120230197906494,True,6,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0B1CNJL7N,True,False,False,True,True,True,True,True,3.2927229404449463,False,7,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00NX0WXQI,False,False,False,False,False,False,False,False,0.6969459056854248,True,8,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B01NBNDC1T,False,False,False,False,False,False,False,False,0.6969678401947021,True,9,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B01LYNW421,False,False,False,False,False,False,False,False,0.6972572803497314,True,10,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0C3FTCYZL,False,False,False,False,False,False,False,False,0.6924648284912109,True,11,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00FXNAAW2,False,False,False,False,False,False,False,False,0.6945710182189941,True,12,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0157T2ENY,False,False,False,False,False,False,False,False,0.6990079879760742,True,13,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08BZFRQLS,False,False,False,False,False,False,False,False,0.6968991756439209,True,14,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00E4GACB8,False,False,False,False,False,False,False,False,0.6979119777679443,True,15,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B09D8T11YS,True,False,False,True,True,True,True,True,2.9319350719451904,False,16,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07P5NBRL5,False,False,False,False,False,False,False,False,0.70524001121521,True,17,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0016HF5GK,False,False,False,False,False,False,False,False,0.6991891860961914,True,18,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07PCQKTCN,False,False,False,False,False,False,False,False,0.7175498008728027,True,19,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0CFGYFCYL,False,False,False,False,False,False,False,False,0.7076370716094971,True,20,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07T869RNY,True,False,False,True,True,True,True,True,2.805072069168091,False,21,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00MRH9NCK,False,False,False,False,False,False,False,False,0.7013790607452393,True,22,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08CRPWQHB,False,False,False,False,False,False,False,False,0.7013864517211914,True,23,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B01MRHXM0I,False,False,False,False,False,False,False,False,0.69622802734375,True,24,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0714K41PB,False,False,False,False,False,False,False,False,0.6992897987365723,True,25,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B01IE7P2VW,False,False,False,False,False,False,False,False,0.6947078704833984,True,26,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B09715G57M,False,False,False,False,False,False,False,False,0.7202260494232178,True,27,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00U6HREPQ,False,False,False,False,False,False,False,False,0.7017128467559814,True,28,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07VVK39F7,True,False,False,True,True,False,True,True,2.4411070346832275,False,29,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B007E83LUM,False,False,False,False,False,False,False,False,0.6965570449829102,True,30,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08BBZKSTS,False,False,False,False,False,False,False,False,0.7150027751922607,True,31,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00NESCOY0,False,False,False,False,False,False,False,False,0.6930170059204102,True,32,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07XXSYLL8,False,False,False,False,False,False,False,False,0.698498010635376,True,33,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00S93EQUK,False,False,False,False,False,False,False,False,0.698976993560791,True,34,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0C2C9NHZW,False,False,False,False,False,False,False,False,0.6938090324401855,True,35,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B06X9NQ8GX,False,False,False,False,False,False,False,False,0.6984221935272217,True,36,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00NLLUMOE,True,False,False,True,True,True,True,True,3.5609939098358154,False,37,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0BLSCY6PR,False,False,False,False,False,False,False,False,0.7120530605316162,True,38,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0CGRGRXPY,False,False,False,False,False,False,False,False,0.7030620574951172,True,39,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07WG18RLT,False,False,False,False,False,False,False,False,0.7018980979919434,True,40,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0BPLB81LX,False,False,False,False,False,False,False,False,0.7101860046386719,True,41,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07FPQZG6V,False,False,False,False,False,False,False,False,0.6946229934692383,True,42,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08NJ6VF9T,False,False,False,False,False,False,False,False,0.7072560787200928,True,43,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0113UZJE2,False,False,False,False,False,False,False,False,0.7072041034698486,True,44,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00LS9UD2M,False,False,False,False,False,False,False,False,0.6951777935028076,True,45,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0CBP8CL71,False,False,False,False,False,False,False,False,0.6999268531799316,True,46,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B06X421WJ6,False,False,False,False,False,False,False,False,0.705674409866333,True,47,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08LBN2JPS,False,False,False,False,False,False,False,False,0.690361738204956,True,48,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0C3PDTYYX,False,False,False,False,False,False,False,False,0.6972191333770752,True,49,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B09T3T1FYN,False,False,False,False,False,False,False,False,0.7138750553131104,True,50,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0C6FCKQML,False,False,False,False,False,False,False,False,0.7058267593383789,True,51,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00730QW70,False,False,False,False,False,False,False,False,0.7090458869934082,True,52,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08DTH86Q2,False,False,False,False,False,False,False,False,0.6955351829528809,True,53,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B081YQBPSS,False,False,False,False,False,False,False,False,0.6976032257080078,True,54,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B01H65F6A0,False,False,False,False,False,False,False,False,0.6898219585418701,True,55,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00S1TC442,False,False,False,False,False,False,False,False,0.6902439594268799,True,56,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08KXKVT4K,False,False,False,False,False,False,False,False,0.7073719501495361,True,57,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07VQZSLDW,False,False,False,False,False,False,False,False,0.7009117603302002,True,58,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07NYR18X4,False,False,False,False,False,False,False,False,0.7134220600128174,True,59,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08YDJS51B,False,False,False,False,False,False,False,False,0.7076208591461182,True,60,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B005BV0DD2,False,False,False,False,False,False,False,False,0.7080190181732178,True,61,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07JMDYDVJ,False,False,False,False,False,False,False,False,0.6910130977630615,True,62,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0CWRHLCBP,False,False,False,False,False,False,False,False,0.7024192810058594,True,63,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07XFQVN57,False,False,False,False,False,False,False,False,0.7094838619232178,True,64,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07BYCHMVY,False,False,False,False,False,False,False,False,0.6960761547088623,True,65,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0C4Z6SKCS,False,False,False,False,False,False,False,False,0.6923959255218506,True,66,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0B7WQVYGF,False,False,False,False,False,False,False,False,0.6958189010620117,True,67,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B09K4SWZNY,False,False,False,False,False,False,False,False,0.700432300567627,True,68,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0BZR6YBHK,False,False,False,False,False,False,False,False,0.7033143043518066,True,69,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B0973DGD8P,False,False,False,False,False,False,False,False,0.70455002784729,True,70,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B092VC7VK2,False,False,False,False,False,False,False,False,0.7100672721862793,True,71,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B073H8STZ7,False,False,False,False,False,False,False,False,0.6988558769226074,True,72,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B08HVJQ2YP,False,False,False,False,False,False,False,False,0.6986081600189209,True,73,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B07X3BX7WM,False,False,False,False,False,False,False,False,0.6950640678405762,True,74,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B00JH98GR4,False,False,False,False,False,False,False,False,0.6975717544555664,True,75,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
B09NXMDPS1,False,False,False,False,False,False,False,False,0.6970691680908203,True,76,home_and_kitchen,STATIC_ROTATE_USER_AGENT,False
